date,link,questionFrontendId,titleSlug,title,difficulty,isPaidOnly,status,topicTags
2023-04-29,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array/,1538,guess-the-majority-in-a-hidden-array,Guess the Majority in a Hidden Array,Medium,!!!,,"Array, Math, Interactive"
2023-05-01,https://leetcode.com/problems/index-pairs-of-a-string/,1065,index-pairs-of-a-string,Index Pairs of a String,Easy,!!!,,"Array, String, Trie, Sorting"
2023-05-08,https://leetcode.com/problems/sparse-matrix-multiplication/,311,sparse-matrix-multiplication,Sparse Matrix Multiplication,Medium,!!!,,"Array, Hash Table, Matrix"
2023-05-15,https://leetcode.com/problems/paint-house-ii/,265,paint-house-ii,Paint House II,Hard,!!!,,"Array, Dynamic Programming"
2023-05-22,https://leetcode.com/problems/meeting-rooms-ii/,253,meeting-rooms-ii,Meeting Rooms II,Medium,!!!,,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
2023-05-29,https://leetcode.com/problems/design-tic-tac-toe/,348,design-tic-tac-toe,Design Tic-Tac-Toe,Medium,!!!,,"Array, Hash Table, Design, Matrix, Simulation"
2023-06-01,https://leetcode.com/problems/toss-strange-coins/,1230,toss-strange-coins,Toss Strange Coins,Medium,!!!,,"Array, Math, Dynamic Programming, Probability and Statistics"
2023-06-08,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array/,1150,check-if-a-number-is-majority-element-in-a-sorted-array,Check If a Number Is Majority Element in a Sorted Array,Easy,!!!,,"Array, Binary Search"
2023-06-15,https://leetcode.com/problems/missing-ranges/,163,missing-ranges,Missing Ranges,Easy,!!!,,Array
2023-06-22,https://leetcode.com/problems/two-sum-bsts/,1214,two-sum-bsts,Two Sum BSTs,Medium,!!!,,"Two Pointers, Binary Search, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
2023-06-29,https://leetcode.com/problems/count-univalue-subtrees/,250,count-univalue-subtrees,Count Univalue Subtrees,Medium,!!!,,"Tree, Depth-First Search, Binary Tree"
2023-07-01,https://leetcode.com/problems/optimal-account-balancing/,465,optimal-account-balancing,Optimal Account Balancing,Hard,!!!,,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
2023-07-08,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,340,longest-substring-with-at-most-k-distinct-characters,Longest Substring with At Most K Distinct Characters,Medium,!!!,,"Hash Table, String, Sliding Window"
2023-07-15,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/,1644,lowest-common-ancestor-of-a-binary-tree-ii,Lowest Common Ancestor of a Binary Tree II,Medium,!!!,,"Tree, Depth-First Search, Binary Tree"
2023-07-22,https://leetcode.com/problems/ternary-expression-parser/,439,ternary-expression-parser,Ternary Expression Parser,Medium,!!!,,"String, Stack, Recursion"
2023-07-29,https://leetcode.com/problems/missing-element-in-sorted-array/,1060,missing-element-in-sorted-array,Missing Element in Sorted Array,Medium,!!!,,"Array, Binary Search"
2023-08-01,https://leetcode.com/problems/minimum-costs-using-the-train-line/,2361,minimum-costs-using-the-train-line,Minimum Costs Using the Train Line,Hard,!!!,,"Array, Dynamic Programming"
2023-08-08,https://leetcode.com/problems/encode-and-decode-strings/,271,encode-and-decode-strings,Encode and Decode Strings,Medium,!!!,,"Array, String, Design"
2023-08-15,https://leetcode.com/problems/the-maze/,490,the-maze,The Maze,Medium,!!!,,"Array, Depth-First Search, Breadth-First Search, Matrix"
2023-08-22,https://leetcode.com/problems/candy-crush/,723,candy-crush,Candy Crush,Medium,!!!,,"Array, Two Pointers, Matrix, Simulation"
2023-08-29,https://leetcode.com/problems/maximum-number-of-ones/,1183,maximum-number-of-ones,Maximum Number of Ones,Hard,!!!,,"Math, Greedy, Sorting, Heap (Priority Queue)"
2023-09-01,https://leetcode.com/problems/minimum-time-to-build-blocks/,1199,minimum-time-to-build-blocks,Minimum Time to Build Blocks,Hard,!!!,,"Array, Math, Greedy, Heap (Priority Queue)"
2023-09-08,https://leetcode.com/problems/rearrange-string-k-distance-apart/,358,rearrange-string-k-distance-apart,Rearrange String k Distance Apart,Hard,!!!,,"Hash Table, String, Greedy, Sorting, Heap (Priority Queue), Counting"
2023-09-15,https://leetcode.com/problems/parallel-courses/,1136,parallel-courses,Parallel Courses,Medium,!!!,,"Graph, Topological Sort"
2023-09-22,https://leetcode.com/problems/number-of-valid-subarrays/,1063,number-of-valid-subarrays,Number of Valid Subarrays,Hard,!!!,,"Array, Stack, Monotonic Stack"
2023-09-29,https://leetcode.com/problems/count-strictly-increasing-subarrays/,2393,count-strictly-increasing-subarrays,Count Strictly Increasing Subarrays,Medium,!!!,,"Array, Math, Dynamic Programming"
2023-10-01,https://leetcode.com/problems/implement-trie-ii-prefix-tree/,1804,implement-trie-ii-prefix-tree,Implement Trie II (Prefix Tree),Medium,!!!,,"Hash Table, String, Design, Trie"
2023-10-08,https://leetcode.com/problems/the-maze-ii/,505,the-maze-ii,The Maze II,Medium,!!!,,"Array, Depth-First Search, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path"
2023-10-15,https://leetcode.com/problems/maximum-number-of-books-you-can-take/,2355,maximum-number-of-books-you-can-take,Maximum Number of Books You Can Take,Hard,!!!,,"Array, Dynamic Programming, Stack, Monotonic Stack"
2023-10-22,https://leetcode.com/problems/correct-a-binary-tree/,1660,correct-a-binary-tree,Correct a Binary Tree,Medium,!!!,,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
2023-10-29,https://leetcode.com/problems/minimum-knight-moves/,1197,minimum-knight-moves,Minimum Knight Moves,Medium,!!!,,Breadth-First Search
2023-11-01,https://leetcode.com/problems/campus-bikes/,1057,campus-bikes,Campus Bikes,Medium,!!!,,"Array, Sorting, Heap (Priority Queue)"
2023-11-08,https://leetcode.com/problems/squirrel-simulation/,573,squirrel-simulation,Squirrel Simulation,Medium,!!!,,"Array, Math"
2023-11-15,https://leetcode.com/problems/moving-average-from-data-stream/,346,moving-average-from-data-stream,Moving Average from Data Stream,Easy,!!!,,"Array, Design, Queue, Data Stream"
2023-11-22,https://leetcode.com/problems/maximum-distance-in-arrays/,624,maximum-distance-in-arrays,Maximum Distance in Arrays,Medium,,,"Array, Greedy"
2023-11-29,https://leetcode.com/problems/max-consecutive-ones-ii/,487,max-consecutive-ones-ii,Max Consecutive Ones II,Medium,!!!,,"Array, Dynamic Programming, Sliding Window"
2023-12-01,https://leetcode.com/problems/two-sum-less-than-k/,1099,two-sum-less-than-k,Two Sum Less Than K,Easy,!!!,,"Array, Two Pointers, Binary Search, Sorting"
2023-12-08,https://leetcode.com/problems/maximum-average-subtree/,1120,maximum-average-subtree,Maximum Average Subtree,Medium,!!!,,"Tree, Depth-First Search, Binary Tree"
2023-12-15,https://leetcode.com/problems/best-meeting-point/,296,best-meeting-point,Best Meeting Point,Hard,!!!,,"Array, Math, Sorting, Matrix"
2023-12-22,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/,159,longest-substring-with-at-most-two-distinct-characters,Longest Substring with At Most Two Distinct Characters,Medium,!!!,,"Hash Table, String, Sliding Window"
2023-12-29,https://leetcode.com/problems/valid-palindrome-iii/,1216,valid-palindrome-iii,Valid Palindrome III,Hard,!!!,,"String, Dynamic Programming"
2024-01-01,https://leetcode.com/problems/campus-bikes-ii/,1066,campus-bikes-ii,Campus Bikes II,Medium,!!!,,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
2024-01-08,https://leetcode.com/problems/leftmost-column-with-at-least-a-one/,1428,leftmost-column-with-at-least-a-one,Leftmost Column with at Least a One,Medium,!!!,,"Array, Binary Search, Matrix, Interactive"
2024-01-15,https://leetcode.com/problems/single-row-keyboard/,1165,single-row-keyboard,Single-Row Keyboard,Easy,!!!,,"Hash Table, String"
2024-01-22,https://leetcode.com/problems/minimum-cost-to-connect-sticks/,1167,minimum-cost-to-connect-sticks,Minimum Cost to Connect Sticks,Medium,!!!,,"Array, Greedy, Heap (Priority Queue)"
2024-01-29,https://leetcode.com/problems/paint-house/,256,paint-house,Paint House,Medium,!!!,,"Array, Dynamic Programming"
2024-02-01,https://leetcode.com/problems/flip-game/,293,flip-game,Flip Game,Easy,!!!,,String
2024-02-08,https://leetcode.com/problems/paint-fence/,276,paint-fence,Paint Fence,Medium,!!!,,Dynamic Programming
2024-02-15,https://leetcode.com/problems/remove-interval/,1272,remove-interval,Remove Interval,Medium,!!!,,Array
2024-02-22,https://leetcode.com/problems/tree-diameter/,1245,tree-diameter,Tree Diameter,Medium,!!!,,"Tree, Depth-First Search, Breadth-First Search, Graph, Topological Sort"
2024-02-29,https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants/,1973,count-nodes-equal-to-sum-of-descendants,Count Nodes Equal to Sum of Descendants,Medium,!!!,,"Tree, Depth-First Search, Binary Tree"
2024-03-01,https://leetcode.com/problems/winner-of-the-linked-list-game/,3062,winner-of-the-linked-list-game,Winner of the Linked List Game,Easy,!!!,,Linked List
2024-03-08,https://leetcode.com/problems/linked-list-frequency/,3063,linked-list-frequency,Linked List Frequency,Easy,!!!,,"Hash Table, Linked List, Counting"
2024-03-15,https://leetcode.com/problems/meeting-rooms-ii/,253,meeting-rooms-ii,Meeting Rooms II,Medium,!!!,,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
2024-03-22,https://leetcode.com/problems/remove-vowels-from-a-string/,1119,remove-vowels-from-a-string,Remove Vowels from a String,Easy,!!!,,String
2024-03-29,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,340,longest-substring-with-at-most-k-distinct-characters,Longest Substring with At Most K Distinct Characters,Medium,!!!,,"Hash Table, String, Sliding Window"
2024-04-01,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/,159,longest-substring-with-at-most-two-distinct-characters,Longest Substring with At Most Two Distinct Characters,Medium,!!!,,"Hash Table, String, Sliding Window"
2024-04-08,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/,255,verify-preorder-sequence-in-binary-search-tree,Verify Preorder Sequence in Binary Search Tree,Medium,!!!,,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree"
2024-04-15,https://leetcode.com/problems/find-all-the-lonely-nodes/,1469,find-all-the-lonely-nodes,Find All The Lonely Nodes,Easy,!!!,,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
2024-04-22,https://leetcode.com/problems/number-of-islands-ii/,305,number-of-islands-ii,Number of Islands II,Hard,!!!,,"Array, Hash Table, Union Find"
2024-04-29,https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums/,2505,bitwise-or-of-all-subsequence-sums,Bitwise OR of All Subsequence Sums,Medium,!!!,,"Array, Math, Bit Manipulation, Brainteaser, Prefix Sum"
2024-05-01,https://leetcode.com/problems/count-pairs-in-two-arrays/,1885,count-pairs-in-two-arrays,Count Pairs in Two Arrays,Medium,!!!,,"Array, Two Pointers, Binary Search, Sorting"
2024-05-08,https://leetcode.com/problems/minimum-cost-to-buy-apples/,2473,minimum-cost-to-buy-apples,Minimum Cost to Buy Apples,Medium,!!!,,"Array, Graph, Heap (Priority Queue), Shortest Path"
2024-05-15,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned/,2061,number-of-spaces-cleaning-robot-cleaned,Number of Spaces Cleaning Robot Cleaned,Medium,!!!,,"Array, Matrix, Simulation"
2024-05-22,https://leetcode.com/problems/word-pattern-ii/,291,word-pattern-ii,Word Pattern II,Medium,!!!,,"Hash Table, String, Backtracking"
2024-05-29,https://leetcode.com/problems/find-the-k-th-lucky-number/,2802,find-the-k-th-lucky-number,Find The K-th Lucky Number,Medium,!!!,,"Math, String, Bit Manipulation"
2024-06-01,https://leetcode.com/problems/longest-common-subsequence-between-sorted-arrays/,1940,longest-common-subsequence-between-sorted-arrays,Longest Common Subsequence Between Sorted Arrays,Medium,!!!,,"Array, Hash Table, Counting"
2024-06-08,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter/,2083,substrings-that-begin-and-end-with-the-same-letter,Substrings That Begin and End With the Same Letter,Medium,!!!,,"Hash Table, Math, String, Counting, Prefix Sum"
2024-06-15,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii/,1580,put-boxes-into-the-warehouse-ii,Put Boxes Into the Warehouse II,Medium,!!!,,"Array, Greedy, Sorting"
2024-06-22,https://leetcode.com/problems/count-substrings-without-repeating-character/,2743,count-substrings-without-repeating-character,Count Substrings Without Repeating Character,Medium,!!!,,"Hash Table, String, Sliding Window"
2024-06-29,https://leetcode.com/problems/split-bst/,776,split-bst,Split BST,Medium,!!!,,"Tree, Binary Search Tree, Recursion, Binary Tree"
2024-07-01,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/,1101,the-earliest-moment-when-everyone-become-friends,The Earliest Moment When Everyone Become Friends,Medium,!!!,,"Array, Union Find, Sorting"
2024-07-08,https://leetcode.com/problems/remove-duplicates-from-an-unsorted-linked-list/,1836,remove-duplicates-from-an-unsorted-linked-list,Remove Duplicates From an Unsorted Linked List,Medium,!!!,,"Hash Table, Linked List"
2024-07-15,https://leetcode.com/problems/find-distance-in-a-binary-tree/,1740,find-distance-in-a-binary-tree,Find Distance in a Binary Tree,Medium,!!!,,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
2024-07-22,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts/,2093,minimum-cost-to-reach-city-with-discounts,Minimum Cost to Reach City With Discounts,Medium,!!!,,"Graph, Heap (Priority Queue), Shortest Path"
2024-07-29,https://leetcode.com/problems/toss-strange-coins/,1230,toss-strange-coins,Toss Strange Coins,Medium,!!!,,"Array, Math, Dynamic Programming, Probability and Statistics"
2024-08-01,https://leetcode.com/problems/longest-repeating-substring/,1062,longest-repeating-substring,Longest Repeating Substring,Medium,!!!,,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function"
2024-08-08,https://leetcode.com/problems/android-unlock-patterns/,351,android-unlock-patterns,Android Unlock Patterns,Medium,!!!,,"Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
2024-08-15,https://leetcode.com/problems/minimum-moves-to-get-a-peaceful-board/,3189,minimum-moves-to-get-a-peaceful-board,Minimum Moves to Get a Peaceful Board,Medium,!!!,,"Array, Greedy, Sorting, Counting Sort"
2024-08-22,https://leetcode.com/problems/generalized-abbreviation/,320,generalized-abbreviation,Generalized Abbreviation,Medium,!!!,,"String, Backtracking, Bit Manipulation"
2024-08-29,https://leetcode.com/problems/path-sum-iv/,666,path-sum-iv,Path Sum IV,Medium,!!!,,"Array, Hash Table, Tree, Depth-First Search, Binary Tree"
2024-09-01,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists/,1634,add-two-polynomials-represented-as-linked-lists,Add Two Polynomials Represented as Linked Lists,Medium,!!!,,"Linked List, Math, Two Pointers"
2024-09-08,https://leetcode.com/problems/meeting-scheduler/,1229,meeting-scheduler,Meeting Scheduler,Medium,!!!,,"Array, Two Pointers, Sorting"
2024-09-15,https://leetcode.com/problems/smallest-common-region/,1257,smallest-common-region,Smallest Common Region,Medium,!!!,,"Array, Hash Table, String, Tree, Depth-First Search, Breadth-First Search"
2024-09-22,https://leetcode.com/problems/longest-word-with-all-prefixes/,1858,longest-word-with-all-prefixes,Longest Word With All Prefixes,Medium,!!!,,"Array, String, Depth-First Search, Trie"
2024-09-29,https://leetcode.com/problems/implement-trie-ii-prefix-tree/,1804,implement-trie-ii-prefix-tree,Implement Trie II (Prefix Tree),Medium,!!!,,"Hash Table, String, Design, Trie"
2024-10-01,https://leetcode.com/problems/largest-unique-number/,1133,largest-unique-number,Largest Unique Number,Easy,!!!,,"Array, Hash Table, Sorting"
2024-10-08,https://leetcode.com/problems/maximum-coins-heroes-can-collect/,2838,maximum-coins-heroes-can-collect,Maximum Coins Heroes Can Collect,Medium,!!!,,"Array, Two Pointers, Binary Search, Sorting, Prefix Sum"
2024-10-15,https://leetcode.com/problems/first-unique-number/,1429,first-unique-number,First Unique Number,Medium,!!!,,"Array, Hash Table, Design, Queue, Data Stream"
2024-10-22,https://leetcode.com/problems/the-knights-tour/,2664,the-knights-tour,The Knight’s Tour,Medium,!!!,,"Array, Backtracking, Matrix"
2024-10-29,https://leetcode.com/problems/paint-house-ii/,265,paint-house-ii,Paint House II,Hard,!!!,,"Array, Dynamic Programming"
2024-11-01,https://leetcode.com/problems/number-of-same-end-substrings/,2955,number-of-same-end-substrings,Number of Same-End Substrings,Medium,!!!,,"Array, Hash Table, String, Counting, Prefix Sum"
2024-11-08,https://leetcode.com/problems/intersection-of-three-sorted-arrays/,1213,intersection-of-three-sorted-arrays,Intersection of Three Sorted Arrays,Easy,!!!,,"Array, Hash Table, Binary Search, Counting"
2024-11-15,https://leetcode.com/problems/number-of-unique-flavors-after-sharing-k-candies/,2107,number-of-unique-flavors-after-sharing-k-candies,Number of Unique Flavors After Sharing K Candies,Medium,!!!,,"Array, Hash Table, Sliding Window"
2024-11-22,https://leetcode.com/problems/minimize-maximum-value-in-a-grid/,2371,minimize-maximum-value-in-a-grid,Minimize Maximum Value in a Grid,Hard,!!!,,"Array, Union Find, Graph, Topological Sort, Sorting, Matrix"
2024-11-29,https://leetcode.com/problems/distance-to-a-cycle-in-undirected-graph/,2204,distance-to-a-cycle-in-undirected-graph,Distance to a Cycle in Undirected Graph,Hard,!!!,,"Depth-First Search, Breadth-First Search, Union Find, Graph"
2024-12-01,https://leetcode.com/problems/find-the-celebrity/,277,find-the-celebrity,Find the Celebrity,Medium,!!!,,"Two Pointers, Graph, Interactive"
2024-12-08,https://leetcode.com/problems/cutting-ribbons/,1891,cutting-ribbons,Cutting Ribbons,Medium,!!!,,"Array, Binary Search"
2024-12-15,https://leetcode.com/problems/maximal-range-that-each-element-is-maximum-in-it/,2832,maximal-range-that-each-element-is-maximum-in-it,Maximal Range That Each Element Is Maximum in It,Medium,!!!,,"Array, Stack, Monotonic Stack"
2024-12-22,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/,1644,lowest-common-ancestor-of-a-binary-tree-ii,Lowest Common Ancestor of a Binary Tree II,Medium,!!!,,"Tree, Depth-First Search, Binary Tree"
2024-12-29,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation/,1746,maximum-subarray-sum-after-one-operation,Maximum Subarray Sum After One Operation,Medium,!!!,,"Array, Dynamic Programming"
2025-01-01,https://leetcode.com/problems/perform-string-shifts/,1427,perform-string-shifts,Perform String Shifts,Easy,!!!,,"Array, Math, String"
2025-01-08,https://leetcode.com/problems/unique-substrings-with-equal-digit-frequency/,2168,unique-substrings-with-equal-digit-frequency,Unique Substrings With Equal Digit Frequency,Medium,!!!,,"Hash Table, String, Rolling Hash, Counting, Hash Function"
2025-01-15,https://leetcode.com/problems/shortest-path-to-get-food/,1730,shortest-path-to-get-food,Shortest Path to Get Food,Medium,!!!,,"Array, Breadth-First Search, Matrix"
2025-01-22,https://leetcode.com/problems/sum-of-remoteness-of-all-cells/,2852,sum-of-remoteness-of-all-cells,Sum of Remoteness of All Cells,Medium,!!!,,"Array, Hash Table, Depth-First Search, Breadth-First Search, Union Find, Matrix"
2025-01-29,https://leetcode.com/problems/graph-valid-tree/,261,graph-valid-tree,Graph Valid Tree,Medium,!!!,,"Depth-First Search, Breadth-First Search, Union Find, Graph"
2025-02-01,https://leetcode.com/problems/distinct-numbers-in-each-subarray/,1852,distinct-numbers-in-each-subarray,Distinct Numbers in Each Subarray,Medium,!!!,,"Array, Hash Table, Sliding Window"
2025-02-08,https://leetcode.com/problems/make-the-prefix-sum-non-negative/,2599,make-the-prefix-sum-non-negative,Make the Prefix Sum Non-negative,Medium,!!!,,"Array, Greedy, Heap (Priority Queue)"
2025-02-15,https://leetcode.com/problems/design-most-recently-used-queue/,1756,design-most-recently-used-queue,Design Most Recently Used Queue,Medium,!!!,,"Array, Hash Table, Stack, Design, Binary Indexed Tree, Ordered Set"
2025-02-22,https://leetcode.com/problems/max-consecutive-ones-ii/,487,max-consecutive-ones-ii,Max Consecutive Ones II,Medium,!!!,,"Array, Dynamic Programming, Sliding Window"
2025-03-01,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/,1151,minimum-swaps-to-group-all-1s-together,Minimum Swaps to Group All 1's Together,Medium,!!!,,"Array, Sliding Window"
2025-03-08,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/,1100,find-k-length-substrings-with-no-repeated-characters,Find K-Length Substrings With No Repeated Characters,Medium,!!!,,"Hash Table, String, Sliding Window"
2025-03-15,https://leetcode.com/problems/palindrome-permutation/,266,palindrome-permutation,Palindrome Permutation,Easy,!!!,,"Hash Table, String, Bit Manipulation"
2025-03-22,https://leetcode.com/problems/find-the-closest-marked-node/,2737,find-the-closest-marked-node,Find the Closest Marked Node,Medium,!!!,,"Array, Graph, Heap (Priority Queue), Shortest Path"
2025-03-29,https://leetcode.com/problems/shortest-way-to-form-string/,1055,shortest-way-to-form-string,Shortest Way to Form String,Medium,!!!,,"Two Pointers, String, Binary Search, Greedy"
2025-04-01,https://leetcode.com/problems/shortest-distance-from-all-buildings/,317,shortest-distance-from-all-buildings,Shortest Distance from All Buildings,Hard,!!!,,"Array, Breadth-First Search, Matrix"
2025-04-08,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,323,number-of-connected-components-in-an-undirected-graph,Number of Connected Components in an Undirected Graph,Medium,!!!,,"Depth-First Search, Breadth-First Search, Union Find, Graph"
2025-04-15,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k/,325,maximum-size-subarray-sum-equals-k,Maximum Size Subarray Sum Equals k,Medium,!!!,,"Array, Hash Table, Prefix Sum"
2025-04-22,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/,302,smallest-rectangle-enclosing-black-pixels,Smallest Rectangle Enclosing Black Pixels,Hard,!!!,,"Array, Binary Search, Depth-First Search, Breadth-First Search, Matrix"
2025-04-29,https://leetcode.com/problems/sparse-matrix-multiplication/,311,sparse-matrix-multiplication,Sparse Matrix Multiplication,Medium,!!!,,"Array, Hash Table, Matrix"
2025-05-01,https://leetcode.com/problems/design-snake-game/,353,design-snake-game,Design Snake Game,Medium,!!!,,"Array, Hash Table, Design, Queue, Simulation"
2025-05-08,https://leetcode.com/problems/logger-rate-limiter/,359,logger-rate-limiter,Logger Rate Limiter,Easy,!!!,,"Hash Table, Design, Data Stream"
2025-05-15,https://leetcode.com/problems/bomb-enemy/,361,bomb-enemy,Bomb Enemy,Medium,!!!,,"Array, Dynamic Programming, Matrix"
2025-05-22,https://leetcode.com/problems/first-unique-number/,1429,first-unique-number,First Unique Number,Medium,!!!,,"Array, Hash Table, Design, Queue, Data Stream"
2025-05-29,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list/,1474,delete-n-nodes-after-m-nodes-of-a-linked-list,Delete N Nodes After M Nodes of a Linked List,Easy,!!!,,Linked List
2025-06-01,https://leetcode.com/problems/distribute-candies-among-children-iii/,2927,distribute-candies-among-children-iii,Distribute Candies Among Children III,Hard,!!!,,"Math, Combinatorics"
2025-06-08,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/,255,verify-preorder-sequence-in-binary-search-tree,Verify Preorder Sequence in Binary Search Tree,Medium,!!!,,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree"
2025-06-15,https://leetcode.com/problems/equal-tree-partition/,663,equal-tree-partition,Equal Tree Partition,Medium,!!!,,"Tree, Depth-First Search, Binary Tree"
2025-06-22,https://leetcode.com/problems/k-empty-slots/,683,k-empty-slots,K Empty Slots,Hard,!!!,,"Array, Binary Indexed Tree, Segment Tree, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue"
2025-06-29,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/,426,convert-binary-search-tree-to-sorted-doubly-linked-list,Convert Binary Search Tree to Sorted Doubly Linked List,Medium,!!!,,"Linked List, Stack, Tree, Depth-First Search, Binary Search Tree, Binary Tree, Doubly-Linked List"
2025-07-01,https://leetcode.com/problems/largest-bst-subtree/,333,largest-bst-subtree,Largest BST Subtree,Medium,!!!,,"Dynamic Programming, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
2025-07-08,https://leetcode.com/problems/inorder-successor-in-bst/,285,inorder-successor-in-bst,Inorder Successor in BST,Medium,!!!,,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
2025-07-15,https://leetcode.com/problems/word-squares/,425,word-squares,Word Squares,Hard,!!!,,"Array, String, Backtracking, Trie"
2025-07-22,https://leetcode.com/problems/word-abbreviation/,527,word-abbreviation,Word Abbreviation,Hard,!!!,,"Array, String, Greedy, Trie, Sorting"
2025-07-29,https://leetcode.com/problems/closest-binary-search-tree-value-ii/,272,closest-binary-search-tree-value-ii,Closest Binary Search Tree Value II,Hard,!!!,,"Two Pointers, Stack, Tree, Depth-First Search, Binary Search Tree, Heap (Priority Queue), Binary Tree"
2025-08-01,https://leetcode.com/problems/binary-tree-vertical-order-traversal/,314,binary-tree-vertical-order-traversal,Binary Tree Vertical Order Traversal,Medium,!!!,,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
2025-08-08,https://leetcode.com/problems/find-smallest-common-element-in-all-rows/,1198,find-smallest-common-element-in-all-rows,Find Smallest Common Element in All Rows,Medium,!!!,,"Array, Hash Table, Binary Search, Matrix, Counting"
2025-08-15,https://leetcode.com/problems/design-file-system/,1166,design-file-system,Design File System,Medium,!!!,,"Hash Table, String, Design, Trie"
2025-08-22,https://leetcode.com/problems/before-and-after-puzzle/,1181,before-and-after-puzzle,Before and After Puzzle,Medium,!!!,,"Array, Hash Table, String, Sorting"
2025-08-29,https://leetcode.com/problems/shortest-distance-to-target-color/,1182,shortest-distance-to-target-color,Shortest Distance to Target Color,Medium,!!!,,"Array, Binary Search, Dynamic Programming"
2025-09-01,https://leetcode.com/problems/campus-bikes-ii/,1066,campus-bikes-ii,Campus Bikes II,Medium,!!!,,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
2025-09-08,https://leetcode.com/problems/largest-unique-number/,1133,largest-unique-number,Largest Unique Number,Easy,!!!,,"Array, Hash Table, Sorting"
2025-09-15,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array/,1150,check-if-a-number-is-majority-element-in-a-sorted-array,Check If a Number Is Majority Element in a Sorted Array,Easy,!!!,,"Array, Binary Search"
2025-09-22,https://leetcode.com/problems/analyze-user-website-visit-pattern/,1152,analyze-user-website-visit-pattern,Analyze User Website Visit Pattern,Medium,!!!,,"Array, Hash Table, String, Sorting"
2025-09-29,https://leetcode.com/problems/divide-array-into-increasing-sequences/,1121,divide-array-into-increasing-sequences,Divide Array Into Increasing Sequences,Hard,!!!,,"Array, Counting"
